taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_genuses.report,W133-25PVC-2-17_kraken2_bracken_genuses.report,W132-25PVC-1-17_kraken2_bracken_genuses.report,W131-25PET-3-17_kraken2_bracken_genuses.report,W130-25PET-2-17_kraken2_bracken_genuses.report,W129-25PET-1-17_kraken2_bracken_genuses.report,W128-25PE0.6-3-17_kraken2_bracken_genuses.report,W127-25PE0.6-2-17_kraken2_bracken_genuses.report,W126-25PE0.6-1-17_kraken2_bracken_genuses.report,W125-25S-3-17_kraken2_bracken_genuses.report,W124-25S-2-17_kraken2_bracken_genuses.report,W123-25S-1-17_kraken2_bracken_genuses.report,Q66-25S-3-0_kraken2_bracken_genuses.report,Q65-25S-2-0_kraken2_bracken_genuses.report,Q64-25S-1-0_kraken2_bracken_genuses.report,Q63-25PVC-3-11_kraken2_bracken_genuses.report,Q62-25PVC-2-11_kraken2_bracken_genuses.report,Q61-25PVC-1-11_kraken2_bracken_genuses.report,Q60-25PET-3-11_kraken2_bracken_genuses.report,Q59-25PET-2-11_kraken2_bracken_genuses.report,Q58-25PET-1-11_kraken2_bracken_genuses.report,Q57-25PE0.6-3-11_kraken2_bracken_genuses.report,Q56-25PE0.6-2-11_kraken2_bracken_genuses.report,Q55-25PE0.6-1-11_kraken2_bracken_genuses.report,Q54-25S-3-11_kraken2_bracken_genuses.report,Q53-25S-2-11_kraken2_bracken_genuses.report,Q52-25S-1-11_kraken2_bracken_genuses.report,Q51-25PVC-3-3_kraken2_bracken_genuses.report,Q50-25PVC-2-3_kraken2_bracken_genuses.report,Q49-25PVC-1-3_kraken2_bracken_genuses.report,Q48-25PET-3-3_kraken2_bracken_genuses.report,Q47-25PET-2-3_kraken2_bracken_genuses.report,Q46-25PET-1-3_kraken2_bracken_genuses.report,Q45-25PE0.6-3-3_kraken2_bracken_genuses.report,Q44-25PE0.6-2-3_kraken2_bracken_genuses.report,Q43-25PE0.6-1-3_kraken2_bracken_genuses.report,Q42-25S-3-3_kraken2_bracken_genuses.report,Q41-25S-2-3_kraken2_bracken_genuses.report,Q40-25S-1-3_kraken2_bracken_genuses.report,Q34-25PE0.1-2-11_kraken2_bracken_genuses.report,Q33-25PE0.1-1-11_kraken2_bracken_genuses.report,Q32-25PE0.1-2-3_kraken2_bracken_genuses.report,Q31-25PE0.1-1-3_kraken2_bracken_genuses.report
G,1433997,                Diaminobutyricimonas,6.0,28.0,4.0,5.0,,,,7.0,7.0,,33.0,,26.0,33.0,55.0,,6.0,3.0,7.0,5.0,10.0,6.0,17.0,9.0,14.0,31.0,19.0,10.0,12.0,13.0,5.0,15.0,22.0,9.0,16.0,10.0,7.0,23.0,,8.0,11.0,12.0,8.0
G,1433999,                Domibacillus,,,12.0,,,,,,,,,,,71.0,,,,,,,,,,,,21.0,18.0,,,6.0,,,,,,,,,,,17.0,,
G,1434002,                Falsirhodobacter,21.0,62.0,26.0,,39.0,29.0,27.0,9.0,22.0,14.0,14.0,19.0,,22.0,24.0,23.0,34.0,39.0,8.0,12.0,15.0,33.0,16.0,,16.0,8.0,26.0,33.0,26.0,43.0,19.0,19.0,7.0,20.0,25.0,42.0,12.0,32.0,13.0,34.0,39.0,32.0,8.0
G,1434006,                Fretibacterium,,3.0,,,,,2.0,,,,,,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,1434009,                Homoserinimonas,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,1434010,                Jatrophihabitans,6.0,3.0,5.0,10.0,13.0,18.0,22.0,3.0,6.0,6.0,7.0,8.0,49.0,11.0,23.0,,,2.0,,16.0,,6.0,9.0,3.0,12.0,13.0,5.0,6.0,10.0,8.0,20.0,7.0,9.0,8.0,,8.0,12.0,13.0,22.0,9.0,,9.0,8.0
G,1434011,                Komagataeibacter,25.0,58.0,17.0,7.0,16.0,,30.0,28.0,12.0,82.0,28.0,9.0,27.0,24.0,41.0,27.0,9.0,26.0,8.0,8.0,12.0,7.0,22.0,17.0,14.0,16.0,40.0,6.0,32.0,13.0,9.0,4.0,12.0,19.0,16.0,43.0,12.0,22.0,7.0,21.0,22.0,2.0,19.0
G,1434014,                Lentibacter,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,
G,1434019,                Mameliella,980.0,867.0,771.0,630.0,399.0,441.0,522.0,456.0,500.0,507.0,214.0,409.0,191.0,330.0,202.0,511.0,780.0,560.0,557.0,448.0,427.0,663.0,554.0,338.0,344.0,406.0,715.0,494.0,612.0,471.0,409.0,290.0,277.0,382.0,394.0,409.0,361.0,453.0,224.0,740.0,837.0,766.0,441.0
G,1434022,                Naasia,4.0,,6.0,6.0,11.0,,13.0,,,,,,,23.0,16.0,3.0,,,,,,,,,8.0,,8.0,3.0,5.0,,,,,,,,,,9.0,,9.0,,
G,1434026,                Oceanirhabdus,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
G,1434029,                Pelagimonas,,8.0,,,,8.0,,,,,,,8.0,,,6.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,
G,1434037,                    Rubrivirga,1779.0,1794.0,905.0,153.0,223.0,298.0,275.0,300.0,218.0,307.0,255.0,272.0,76.0,42.0,48.0,335.0,470.0,174.0,171.0,185.0,162.0,161.0,158.0,141.0,162.0,169.0,221.0,23.0,52.0,41.0,98.0,126.0,129.0,104.0,103.0,85.0,90.0,102.0,72.0,167.0,195.0,139.0,78.0
G,1434045,                    Sinomicrobium,,,,,,,,,,5.0,,5.0,,,,,,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,
G,1434046,                Sphingorhabdus,99577.0,92796.0,104285.0,95863.0,70524.0,74474.0,71180.0,80424.0,77384.0,43799.0,37531.0,35938.0,4250.0,3802.0,3914.0,157684.0,170013.0,183286.0,142441.0,110356.0,138146.0,152326.0,123487.0,127921.0,88755.0,96839.0,97540.0,128453.0,157760.0,153407.0,132544.0,161814.0,143783.0,155973.0,140266.0,129046.0,115324.0,115378.0,106659.0,133352.0,125906.0,192038.0,141844.0
G,1434050,                Zhongshania,,5.0,4.0,,19.0,11.0,,,17.0,,27.0,,,,,,,,,,,,10.0,,9.0,,,,,,,,,,,,17.0,,,,10.0,,
G,1436289,                Candidatus Symbiobacter,,2.0,2.0,7.0,2.0,4.0,3.0,3.0,,,7.0,3.0,18.0,7.0,13.0,,,2.0,2.0,4.0,2.0,2.0,,4.0,5.0,7.0,2.0,3.0,4.0,8.0,,8.0,17.0,5.0,7.0,7.0,10.0,9.0,14.0,4.0,5.0,8.0,11.0
C3,1437010,                                          Boreoeutheria,43926.0,52090.0,50822.0,61485.0,53046.0,54991.0,72259.0,51000.0,43659.0,55281.0,50565.0,49950.0,90226.0,79390.0,81576.0,34826.0,32943.0,34112.0,50285.0,36191.0,42121.0,48789.0,40633.0,39641.0,44633.0,49944.0,44363.0,41945.0,45626.0,52768.0,49608.0,41771.0,49605.0,51463.0,51003.0,47181.0,56744.0,54757.0,57361.0,42950.0,46744.0,47649.0,56858.0
O,1442155,            Ferrovales,6.0,16.0,8.0,14.0,13.0,8.0,22.0,12.0,8.0,19.0,28.0,25.0,44.0,36.0,36.0,,,,,4.0,4.0,12.0,11.0,,12.0,16.0,15.0,14.0,7.0,5.0,20.0,15.0,4.0,18.0,14.0,,21.0,10.0,11.0,7.0,17.0,14.0,39.0
F,1442156,              Ferrovaceae,6.0,16.0,8.0,14.0,13.0,8.0,22.0,12.0,8.0,19.0,28.0,25.0,44.0,36.0,36.0,,,,,4.0,4.0,12.0,11.0,,12.0,16.0,15.0,14.0,7.0,5.0,20.0,15.0,4.0,18.0,14.0,,21.0,10.0,11.0,7.0,17.0,14.0,39.0
G,1443590,                Ferriphaselus,9.0,10.0,,24.0,24.0,26.0,17.0,17.0,,14.0,,18.0,24.0,20.0,38.0,,,,9.0,,8.0,,,,,13.0,,,7.0,,38.0,,22.0,13.0,14.0,9.0,24.0,26.0,31.0,,,,19.0
G,1443919,                Tabrizicola,51318.0,53413.0,47263.0,35716.0,30547.0,32214.0,34849.0,31296.0,33748.0,36138.0,27573.0,28488.0,19022.0,16797.0,17287.0,46388.0,51296.0,48359.0,35377.0,37477.0,30465.0,46153.0,37988.0,32311.0,33838.0,34971.0,37135.0,36759.0,39160.0,39878.0,31864.0,31768.0,28377.0,36583.0,32194.0,28823.0,25088.0,24920.0,23805.0,59868.0,61104.0,57158.0,45322.0
G,1445504,                Gynuella,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,1453359,                    Candidatus Atelocyanobacterium,,,,,,,,,,,,,6.0,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,
G,1453544,                Tahibacter,49.0,110.0,105.0,146.0,99.0,96.0,207.0,134.0,95.0,100.0,125.0,177.0,323.0,248.0,219.0,96.0,70.0,98.0,85.0,67.0,58.0,72.0,58.0,55.0,54.0,94.0,63.0,273.0,204.0,222.0,221.0,115.0,150.0,183.0,140.0,156.0,145.0,178.0,136.0,66.0,72.0,143.0,209.0
G,1470540,                Jeotgalibaca,,,,2.0,19.0,,38.0,,,,,2.0,44.0,49.0,105.0,4.0,8.0,,31.0,,,7.0,44.0,20.0,25.0,,,4.0,4.0,9.0,,,,39.0,69.0,,,,51.0,,,11.0,
F,1471398,                  Prolixibacteraceae,61.0,67.0,87.0,14.0,42.0,27.0,26.0,43.0,36.0,76.0,58.0,54.0,40.0,40.0,24.0,14.0,37.0,39.0,20.0,34.0,52.0,28.0,27.0,18.0,41.0,43.0,38.0,11.0,14.0,13.0,19.0,17.0,15.0,23.0,10.0,5.0,10.0,14.0,14.0,30.0,18.0,22.0,14.0
G,1471399,                    Draconibacterium,42.0,29.0,54.0,7.0,7.0,7.0,15.0,15.0,15.0,9.0,15.0,14.0,11.0,5.0,5.0,12.0,29.0,32.0,14.0,17.0,17.0,11.0,11.0,7.0,18.0,9.0,9.0,7.0,7.0,7.0,15.0,12.0,4.0,10.0,8.0,5.0,7.0,9.0,10.0,4.0,6.0,14.0,5.0
G,1481960,                Peptoclostridium,,,,,,,,,,,,,19.0,,15.0,,3.0,,,,,,,,,,7.0,,2.0,,,,11.0,8.0,,,,,,,,,
G,1484898,                Methyloceanibacter,15.0,14.0,21.0,17.0,13.0,26.0,26.0,29.0,11.0,30.0,19.0,23.0,43.0,30.0,37.0,9.0,15.0,20.0,29.0,25.0,13.0,15.0,17.0,19.0,12.0,19.0,14.0,34.0,27.0,25.0,32.0,16.0,22.0,22.0,15.0,27.0,25.0,25.0,28.0,19.0,24.0,32.0,32.0
G,1485594,                Methyloligella,,,14.0,6.0,9.0,7.0,13.0,33.0,,20.0,31.0,14.0,72.0,56.0,59.0,5.0,9.0,5.0,8.0,8.0,3.0,6.0,10.0,6.0,11.0,9.0,,12.0,10.0,21.0,14.0,4.0,12.0,14.0,10.0,21.0,8.0,22.0,26.0,15.0,10.0,15.0,38.0
G,1486720,                Methylomarinovum,9.0,9.0,12.0,19.0,16.0,20.0,27.0,27.0,13.0,14.0,16.0,24.0,31.0,51.0,33.0,3.0,,6.0,6.0,9.0,11.0,7.0,12.0,4.0,9.0,7.0,7.0,3.0,6.0,9.0,17.0,6.0,10.0,11.0,15.0,13.0,20.0,21.0,6.0,6.0,8.0,11.0,17.0
F,1486721,              Methylothermaceae,9.0,9.0,12.0,19.0,16.0,20.0,27.0,27.0,13.0,14.0,16.0,24.0,31.0,51.0,33.0,3.0,,6.0,6.0,9.0,11.0,7.0,12.0,4.0,9.0,7.0,7.0,3.0,6.0,9.0,17.0,6.0,10.0,11.0,15.0,13.0,20.0,21.0,6.0,6.0,8.0,11.0,17.0
G,1492710,                    Oxynema,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0
C,1495646,          Thermoflexia,,4.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,,3.0,9.0,4.0,8.0,,,,4.0,2.0,,2.0,2.0,,2.0,3.0,5.0,,3.0,4.0,7.0,,2.0,3.0,6.0,3.0,3.0,2.0,9.0,,3.0,3.0,5.0
O,1495647,            Thermoflexales,,4.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,,3.0,9.0,4.0,8.0,,,,4.0,2.0,,2.0,2.0,,2.0,3.0,5.0,,3.0,4.0,7.0,,2.0,3.0,6.0,3.0,3.0,2.0,9.0,,3.0,3.0,5.0
F,1495648,              Thermoflexaceae,,4.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,,3.0,9.0,4.0,8.0,,,,4.0,2.0,,2.0,2.0,,2.0,3.0,5.0,,3.0,4.0,7.0,,2.0,3.0,6.0,3.0,3.0,2.0,9.0,,3.0,3.0,5.0
G,1495649,                Thermoflexus,,4.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,,3.0,9.0,4.0,8.0,,,,4.0,2.0,,2.0,2.0,,2.0,3.0,5.0,,3.0,4.0,7.0,,2.0,3.0,6.0,3.0,3.0,2.0,9.0,,3.0,3.0,5.0
C,1497346,          Thermoleophilia,3965.0,5399.0,5182.0,6772.0,6483.0,7513.0,12293.0,9513.0,7630.0,9988.0,9487.0,10676.0,30276.0,25502.0,25861.0,3696.0,2841.0,3835.0,5935.0,4909.0,4946.0,8479.0,6874.0,5781.0,7654.0,8991.0,8711.0,6845.0,6967.0,8548.0,8703.0,6196.0,8327.0,11780.0,10879.0,10637.0,13445.0,12333.0,13501.0,7722.0,8352.0,8406.0,11293.0
F,1499392,              Chromobacteriaceae,64.0,309.0,211.0,277.0,270.0,299.0,370.0,326.0,345.0,236.0,258.0,320.0,674.0,403.0,308.0,72.0,33.0,93.0,80.0,129.0,74.0,208.0,272.0,367.0,158.0,179.0,158.0,151.0,178.0,294.0,379.0,152.0,275.0,283.0,259.0,196.0,262.0,298.0,294.0,158.0,154.0,249.0,290.0
G,1501226,                Romboutsia,96.0,117.0,143.0,127.0,215.0,225.0,126.0,348.0,235.0,474.0,338.0,320.0,640.0,432.0,880.0,89.0,89.0,40.0,107.0,172.0,134.0,120.0,141.0,161.0,203.0,277.0,238.0,55.0,55.0,48.0,79.0,96.0,89.0,74.0,134.0,106.0,171.0,97.0,29.0,220.0,135.0,87.0,99.0
F,1501348,                  Amoebophilaceae,,,4.0,,2.0,2.0,,,3.0,3.0,4.0,3.0,6.0,8.0,2.0,2.0,,2.0,3.0,2.0,2.0,,2.0,4.0,,5.0,2.0,,2.0,4.0,,3.0,6.0,4.0,5.0,,2.0,6.0,4.0,,,,
G,1502180,                Alsobacter,77.0,86.0,89.0,42.0,26.0,53.0,99.0,115.0,29.0,162.0,87.0,135.0,253.0,336.0,318.0,83.0,67.0,69.0,31.0,21.0,18.0,63.0,54.0,33.0,56.0,82.0,55.0,63.0,78.0,85.0,38.0,26.0,61.0,81.0,89.0,53.0,81.0,66.0,80.0,77.0,33.0,50.0,64.0
G,1502725,                Effusibacillus,,,,,,,,,,,,,,,,,,2.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,
G,1502941,                Pleionea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,
G,1504576,                Pseudocitrobacter,,,,,,,,,5.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
G,1505652,                Terrisporobacter,3.0,2.0,3.0,2.0,2.0,5.0,10.0,12.0,10.0,7.0,16.0,7.0,29.0,4.0,2.0,3.0,5.0,3.0,,2.0,5.0,,7.0,10.0,4.0,,10.0,,,,2.0,9.0,3.0,3.0,,6.0,,5.0,,6.0,11.0,3.0,
G,1505657,                Intestinibacter,26.0,10.0,15.0,,53.0,29.0,,33.0,,29.0,39.0,,89.0,,53.0,7.0,21.0,9.0,,,,22.0,22.0,,20.0,36.0,35.0,,5.0,5.0,,,,,,,37.0,29.0,73.0,25.0,,33.0,
G,1506553,                Lachnoclostridium,,,,32.0,,,24.0,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
G,1508451,                Polymorphobacter,136.0,120.0,109.0,59.0,63.0,84.0,81.0,91.0,118.0,84.0,72.0,48.0,31.0,4.0,7.0,151.0,185.0,155.0,93.0,71.0,117.0,143.0,149.0,122.0,115.0,102.0,135.0,96.0,103.0,88.0,88.0,132.0,111.0,109.0,109.0,76.0,73.0,80.0,86.0,164.0,133.0,136.0,91.0
O1,1508594,              Chloroflexineae,8.0,11.0,11.0,12.0,16.0,8.0,18.0,8.0,20.0,12.0,18.0,15.0,21.0,20.0,21.0,8.0,4.0,9.0,11.0,13.0,10.0,3.0,7.0,6.0,7.0,3.0,15.0,7.0,19.0,9.0,9.0,14.0,9.0,17.0,11.0,10.0,25.0,29.0,11.0,6.0,15.0,11.0,21.0
O1,1508595,              Roseiflexineae,8.0,30.0,34.0,58.0,34.0,63.0,115.0,52.0,41.0,83.0,46.0,71.0,163.0,188.0,164.0,8.0,9.0,9.0,41.0,56.0,40.0,50.0,36.0,37.0,54.0,51.0,44.0,30.0,31.0,60.0,47.0,45.0,56.0,66.0,92.0,67.0,85.0,91.0,101.0,39.0,29.0,94.0,74.0
F,1508635,                Roseiflexaceae,8.0,30.0,34.0,58.0,34.0,63.0,115.0,52.0,41.0,83.0,46.0,71.0,163.0,188.0,164.0,8.0,9.0,9.0,41.0,56.0,40.0,50.0,36.0,37.0,54.0,51.0,44.0,30.0,31.0,60.0,47.0,45.0,56.0,66.0,92.0,67.0,85.0,91.0,101.0,39.0,29.0,94.0,74.0
G,1508657,                Ruminiclostridium,6.0,9.0,,19.0,,10.0,10.0,17.0,8.0,23.0,21.0,,21.0,,37.0,5.0,,9.0,,,19.0,,7.0,,,20.0,,7.0,,,,6.0,,6.0,11.0,15.0,,47.0,,12.0,12.0,12.0,
G,1511635,                  Aquisphaera,82.0,220.0,79.0,192.0,171.0,176.0,291.0,152.0,117.0,221.0,225.0,178.0,405.0,225.0,267.0,115.0,47.0,82.0,176.0,101.0,91.0,174.0,126.0,23.0,123.0,83.0,153.0,84.0,148.0,240.0,183.0,90.0,138.0,98.0,91.0,208.0,137.0,174.0,182.0,46.0,79.0,120.0,215.0
G,1511649,                    Mongoliitalea,97.0,,9.0,25.0,16.0,29.0,12.0,16.0,13.0,34.0,7.0,33.0,,,,52.0,6.0,4.0,11.0,28.0,30.0,19.0,,25.0,19.0,,13.0,2.0,2.0,,5.0,4.0,10.0,,,,,7.0,,14.0,,3.0,
G,1518147,                    Wenyingzhuangia,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,
G,1518149,                Thalassotalea,,,,6.0,,,,,,,,,,11.0,,8.0,,,,,,,,7.0,,,,15.0,6.0,,,,,18.0,,,,,,,,,6.0
G,1519186,                Nguyenibacter,,,9.0,,11.0,,,13.0,,,34.0,,16.0,24.0,,,,,14.0,5.0,11.0,,,,10.0,,17.0,,9.0,,14.0,12.0,,14.0,3.0,,15.0,4.0,15.0,,,24.0,5.0
G,1521255,                Candidatus Paracaedibacter,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
G,1522056,                Flaviflexus,,13.0,,,,,,,,21.0,,,,58.0,,13.0,,10.0,,,,,,,,,,32.0,11.0,25.0,33.0,,,,19.0,,,,,,,,
F,1522127,                  Catalimonadaceae,5.0,,,,6.0,9.0,11.0,5.0,13.0,15.0,,8.0,5.0,5.0,3.0,,4.0,,10.0,7.0,4.0,6.0,3.0,4.0,14.0,6.0,16.0,2.0,,6.0,,10.0,5.0,,3.0,,9.0,6.0,6.0,4.0,10.0,12.0,3.0
G,1522128,                    Catalinimonas,5.0,,,,6.0,9.0,9.0,5.0,5.0,15.0,,8.0,5.0,5.0,3.0,,4.0,,10.0,7.0,4.0,6.0,3.0,4.0,14.0,6.0,,2.0,,6.0,,10.0,5.0,,3.0,,9.0,,6.0,4.0,10.0,12.0,3.0
G,1522201,                  Candidatus Trichorickettsia,,,,,,,,,,,,,6.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,1522431,                Thermosulfurimonas,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
G,1522432,                  Pseudoduganella,148.0,249.0,366.0,404.0,340.0,407.0,689.0,452.0,333.0,406.0,400.0,493.0,1378.0,956.0,844.0,107.0,250.0,410.0,699.0,641.0,681.0,1088.0,378.0,382.0,219.0,378.0,317.0,332.0,933.0,1715.0,3640.0,3916.0,4065.0,2950.0,2339.0,1446.0,1415.0,1653.0,1465.0,457.0,485.0,4074.0,3028.0
F,1524213,                Vulgatibacteraceae,11.0,28.0,35.0,83.0,84.0,75.0,201.0,99.0,80.0,160.0,167.0,146.0,336.0,297.0,198.0,13.0,5.0,11.0,41.0,27.0,20.0,67.0,49.0,25.0,71.0,90.0,56.0,18.0,18.0,30.0,48.0,46.0,40.0,72.0,53.0,58.0,100.0,134.0,111.0,48.0,53.0,16.0,114.0
G,1524214,                  Vulgatibacter,11.0,28.0,35.0,83.0,84.0,75.0,201.0,99.0,80.0,160.0,167.0,146.0,336.0,297.0,198.0,13.0,5.0,11.0,41.0,27.0,20.0,67.0,49.0,25.0,71.0,90.0,56.0,18.0,18.0,30.0,48.0,46.0,40.0,72.0,53.0,58.0,100.0,134.0,111.0,48.0,53.0,16.0,114.0
F,1524215,                Anaeromyxobacteraceae,8333.0,14883.0,12772.0,29550.0,34510.0,35332.0,61522.0,37953.0,19392.0,32097.0,37545.0,37264.0,50206.0,39142.0,43429.0,4447.0,2519.0,4207.0,14992.0,11011.0,4818.0,14982.0,9632.0,5286.0,13634.0,17991.0,13281.0,12769.0,14313.0,20668.0,23574.0,8637.0,17739.0,20324.0,20519.0,18341.0,28817.0,27351.0,30413.0,10716.0,19649.0,9139.0,32988.0
F,1524216,              Labilitrichaceae,18.0,33.0,32.0,73.0,78.0,46.0,85.0,61.0,61.0,130.0,64.0,71.0,296.0,297.0,262.0,2.0,9.0,24.0,64.0,78.0,63.0,65.0,50.0,56.0,89.0,113.0,116.0,25.0,26.0,38.0,94.0,35.0,69.0,67.0,94.0,86.0,134.0,99.0,145.0,48.0,44.0,61.0,91.0
G,1524217,                Labilithrix,18.0,33.0,32.0,73.0,78.0,46.0,85.0,61.0,61.0,130.0,64.0,71.0,296.0,297.0,262.0,2.0,9.0,24.0,64.0,78.0,63.0,65.0,50.0,56.0,89.0,113.0,116.0,25.0,26.0,38.0,94.0,35.0,69.0,67.0,94.0,86.0,134.0,99.0,145.0,48.0,44.0,61.0,91.0
G,1524249,                Pseudohongiella,,,2.0,,,,,,,,7.0,7.0,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,,
G,1525371,                  Neorhizobium,314.0,294.0,273.0,615.0,428.0,427.0,502.0,443.0,978.0,1621.0,2297.0,715.0,783.0,260.0,316.0,56.0,135.0,64.0,115.0,155.0,42.0,272.0,458.0,64.0,329.0,293.0,575.0,158.0,106.0,194.0,104.0,207.0,117.0,57.0,291.0,84.0,65.0,57.0,645.0,266.0,37.0,243.0,344.0
G,1535207,                Barrientosiimonas,14.0,20.0,11.0,18.0,2.0,3.0,4.0,2.0,3.0,,2.0,,44.0,4.0,,4.0,5.0,10.0,2.0,3.0,3.0,,,,,23.0,2.0,17.0,15.0,23.0,14.0,7.0,3.0,15.0,,2.0,,,6.0,,3.0,5.0,4.0
G,1537406,                Bacterioplanes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,
G,1541445,                Candidatus Phaeomarinobacter,,,2.0,,,,,3.0,,,,,5.0,,,,,,,,2.0,,,2.0,,,4.0,,,,,,,,,,,,,,,,
G,1541670,              Methylacidimicrobium,8.0,5.0,13.0,18.0,46.0,28.0,,43.0,,81.0,3.0,4.0,83.0,66.0,97.0,34.0,28.0,46.0,66.0,120.0,,,,,6.0,91.0,4.0,29.0,,61.0,,,46.0,,60.0,29.0,,61.0,63.0,32.0,,,93.0
G,1541822,                Pseudophaeobacter,,,91.0,89.0,183.0,175.0,,93.0,92.0,,,98.0,,,,,,80.0,,,,,130.0,,,,,,116.0,81.0,117.0,,79.0,,86.0,,,,,89.0,91.0,,
G,1542963,                  Halapricum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,
G,1543704,                Niveispirillum,,,38.0,,25.0,25.0,29.0,47.0,37.0,,34.0,64.0,67.0,64.0,,12.0,11.0,25.0,28.0,25.0,12.0,13.0,49.0,,23.0,35.0,25.0,22.0,14.0,49.0,19.0,45.0,42.0,,16.0,,31.0,38.0,32.0,55.0,16.0,25.0,20.0
G,1543705,                Nitrospirillum,22.0,30.0,9.0,25.0,18.0,27.0,29.0,18.0,,31.0,19.0,28.0,55.0,33.0,34.0,24.0,9.0,21.0,,,5.0,10.0,10.0,8.0,11.0,16.0,19.0,27.0,24.0,20.0,6.0,17.0,10.0,7.0,25.0,17.0,7.0,,24.0,13.0,12.0,17.0,23.0
G,1546255,                Mumia,33.0,42.0,57.0,44.0,41.0,52.0,57.0,76.0,32.0,35.0,28.0,11.0,55.0,43.0,74.0,44.0,26.0,30.0,64.0,19.0,21.0,35.0,32.0,47.0,14.0,29.0,18.0,74.0,85.0,86.0,26.0,36.0,30.0,35.0,21.0,27.0,70.0,47.0,52.0,32.0,23.0,44.0,46.0
F,1549128,              Temperatibacteraceae,,,,6.0,2.0,,3.0,2.0,5.0,5.0,,,5.0,,3.0,,3.0,3.0,3.0,,,2.0,6.0,,8.0,3.0,,2.0,5.0,,3.0,,4.0,,,4.0,2.0,,3.0,2.0,,4.0,
G,1551504,                  Candidatus Babela,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,1564515,                    Phaeodactylibacter,24.0,17.0,27.0,24.0,42.0,15.0,39.0,31.0,41.0,90.0,35.0,57.0,18.0,,13.0,9.0,13.0,10.0,20.0,13.0,24.0,24.0,33.0,31.0,30.0,41.0,28.0,,4.0,3.0,21.0,22.0,14.0,22.0,16.0,7.0,17.0,9.0,33.0,24.0,37.0,10.0,8.0
G,1565313,                Methyloprofundus,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,6.0,,,,
F,1570339,              Peptoniphilaceae,,,,,,,,,,28.0,,,,,,,,4.0,8.0,,56.0,,,,,,,,,,,,,,,,,,,,,,
G,1572860,                Hartmannibacter,47.0,29.0,63.0,33.0,48.0,25.0,63.0,20.0,18.0,81.0,71.0,135.0,137.0,184.0,57.0,26.0,,52.0,25.0,,23.0,26.0,,25.0,15.0,51.0,,14.0,31.0,28.0,33.0,22.0,13.0,33.0,20.0,19.0,87.0,15.0,15.0,34.0,13.0,40.0,48.0
G,1573407,                Paradevosia,23.0,72.0,7.0,5.0,,4.0,24.0,20.0,8.0,11.0,9.0,63.0,167.0,156.0,,,12.0,3.0,3.0,18.0,14.0,5.0,16.0,5.0,8.0,4.0,,22.0,51.0,16.0,23.0,13.0,14.0,36.0,15.0,20.0,18.0,45.0,3.0,20.0,27.0,39.0,41.0
F,1573805,                  Marinifilaceae,15.0,15.0,34.0,10.0,33.0,45.0,6.0,13.0,11.0,13.0,16.0,10.0,,,,4.0,11.0,25.0,,18.0,36.0,11.0,2.0,9.0,9.0,9.0,6.0,5.0,6.0,,4.0,3.0,4.0,4.0,4.0,,4.0,,13.0,,9.0,8.0,
G,1573808,                    Mangrovibacterium,6.0,19.0,10.0,,9.0,,,9.0,,10.0,5.0,9.0,5.0,14.0,8.0,,,,2.0,5.0,4.0,,,,,4.0,4.0,,,,,,2.0,7.0,,,,,,,,6.0,3.0
